Geography,Total Population,Land Area in Square Miles,Population Per Square Mile (Land Area),Unnamed: 4,Geoid,geographic type
Derby Acres CDP,301,3.581025858034864,84.0541263684641,,1600000US0618926,Rural
Di Giorgio CDP,400,0.08545444998200764,4680.856293431409,,1600000US0619248,Rural
Dustin Acres CDP,677,3.676342515872661,184.1504150054145,,1600000US0620284,Rural
East Bakersfield CDP,9749,0.787116388184038,12385.71594537879,,1600000US0620515,Suburban
East Niles CDP,28390,5.45753918550974,5201.978224064432,,1600000US0620903,Suburban
Edison CDP,255,1.012101214368561,251.9510858991428,,1600000US0621544,Rural
Edmundson Acres CDP,296,0.06649837759866069,4451.236416419903,,1600000US0621558,Rural
Edwards AFB CDP,2135,17.13424116250732,124.6042926413193,,1600000US0621600,Rural
El Adobe CDP,391,1.001720857393934,390.3283006577515,,1600000US0621691,Rural
Fairfax CDP,1879,0.9523966906410377,1972.91739719852,,1600000US0623158,Rural
Fellows CDP,52,0.6954727203369282,74.76928782311997,,1600000US0623812,Rural
Ford City CDP,4348,1.534645334264097,2833.227914568926,,1600000US0624764,Rural
Frazier Park CDP,2592,5.216100615137985,496.9229298372022,,1600000US0625534,Rural
Fuller Acres CDP,917,0.7543428772642962,1215.627571543589,,1600000US0627190,Rural
Glennville CDP,158,1.887753920095383,83.69734970118176,,1600000US0630126,Rural
Golden Hills CDP,9578,10.91401813444696,877.5869603670349,,1600000US0630282,Suburban
Goodmanville CDP,121,0.6771618246879908,178.6869778959438,,1600000US0630412,Rural
Greenacres CDP,5496,1.905258248300764,2884.648317309056,,1600000US0630938,Suburban
Greenfield CDP,3447,1.331576053634225,2588.661752058562,,1600000US0630987,Rural
Hillcrest CDP,10528,1.378378973184432,7637.957488336785,,1600000US0633689,Suburban
Inyokern CDP,988,10.92714136127272,90.41706035776267,,1600000US0636658,Rural
Johannesburg CDP,113,2.453484340467987,46.05694771968504,,1600000US0637400,Rural
Keene CDP,469,9.44393641978264,49.6614948632611,,1600000US0637946,Rural
Kernville CDP,1549,12.63628248470649,122.5835210533424,,1600000US0638310,Rural
La Cresta CDP,8787,1.046408709229541,8397.292494315889,,1600000US0639052,Suburban
Lake Isabella CDP,3573,21.71434114752655,164.5456325718174,,1600000US0639570,Rural
Lake of the Woods CDP,790,3.539235316920387,223.2120583288615,,1600000US0639696,Rural
Lakeside CDP,843,1.804719172444042,467.108685313276,,1600000US0639759,Rural
Lamont CDP,14049,4.784276992789156,2936.493857102045,,1600000US0640088,Suburban
Lebec CDP,1239,15.32405980259368,80.85324750496552,,1600000US0640956,Rural
Lost Hills CDP,2370,5.551503327428544,426.9113896213377,,1600000US0644280,Rural
McFarland city,14161,2.677303524186212,5289.277017742823,,1600000US0644826,Suburban
McKittrick CDP,102,2.617114056126901,38.97422802846852,,1600000US0644924,Rural
Maricopa city,1026,1.565457060032711,655.3996441004657,,1600000US0645736,Rural
Mettler CDP,90,0.2325454789751922,387.0210695844194,,1600000US0647164,Rural
Mexican Colony CDP,283,0.03178084222784044,8904.735688599476,,1600000US0647192,Rural
Mojave CDP,4699,58.37286350361469,80.49973425937925,,1600000US0648452,Rural
Mountain Meadows CDP,303,4.112423686905113,73.67917876867126,,1600000US0649592,Rural
Mountain Mesa CDP,823,0.867324867914446,948.8947341945484,,1600000US0649600,Rural
North Edwards CDP,1054,12.7460061591019,82.69256948752852,,1600000US0651812,Rural
Oildale CDP,36135,7.909128150400697,4568.771590604371,,1600000US0653448,Suburban
Olde Stockdale CDP,568,0.4072679101215913,1394.65935293164,,1600000US0653503,Rural
Old River CDP,123,0.9848153736619629,124.8965067864788,,1600000US0653574,Rural
Old Stine CDP,3841,0.6168144408391081,6227.156411537225,,1600000US0653603,Rural
Onyx CDP,457,11.45114880841147,39.9086596153837,,1600000US0653910,Rural
Pine Mountain Club CDP,2422,16.85235375607918,143.7187964990533,,1600000US0657240,Rural
Potomac Park CDP,9164,1.429531719838084,6410.49084313985,,1600000US0658471,Suburban
Pumpkin Center CDP,421,0.4669728199512894,901.5514008800665,,1600000US0658940,Rural
Randsburg CDP,45,1.905767517069577,23.61253384630813,,1600000US0659668,Rural
Rexland Acres CDP,3563,0.5196858054940795,6856.065650306839,,1600000US0660370,Rural
Ridgecrest city,27959,20.86074838956783,1340.268310507111,,1600000US0660704,Suburban
Ridgecrest Heights CDP,380,0.6039425665292658,629.1989024449496,,1600000US0660705,Rural
Rivergrove CDP,195,0.6578899207255015,296.4021698112654,,1600000US0661108,Rural
Rosamond CDP,20961,52.12091677644838,402.1609997748839,,1600000US0662826,Suburban
Rosedale CDP,18639,29.27168465645401,636.7587044871486,,1600000US0662854,Suburban
Shafter city,19953,38.69577928546387,515.6376320219341,,1600000US0671106,Suburban
Smith Corner CDP,594,0.2195546851954527,2705.476312068711,,1600000US0672338,Rural
South Taft CDP,2100,1.075985680242534,1951.698836295523,,1600000US0673388,Rural
Squirrel Mountain Valley CDP,760,1.800735756304662,422.0497079258403,,1600000US0673815,Rural
Stallion Springs CDP,3139,13.57657255554852,231.2071023195868,,1600000US0673868,Rural
Stebbins CDP,1423,0.9992602282327177,1424.053474555576,,1600000US0674021,Rural
Taft city,8546,15.27115955749602,559.6169673837964,,1600000US0677574,Suburban
Taft Heights CDP,1999,0.2958731855128287,6756.272950301967,,1600000US0677588,Rural
Tarina CDP,18,4.456612540289762,4.038942097225636,,1600000US0677934,Rural
Tehachapi city,12939,10.25608612858438,1261.592369426205,,1600000US0678092,Suburban
Tupman CDP,177,0.527908623514858,335.285297712168,,1600000US0680784,Rural
Valley Acres CDP,504,4.122524505905047,122.2551859371794,,1600000US0681722,Rural
Wasco city,27047,9.38744967158149,2881.187217640063,,1600000US0683542,Suburban
Weedpatch CDP,2206,3.556794085532442,620.2214541946888,,1600000US0683863,Rural
Weldon CDP,2303,26.66340191537567,86.37307449774278,,1600000US0683948,Rural
Wofford Heights CDP,2213,6.401340083428958,345.7088627002893,,1600000US0686174,Rural
Woody CDP,108,4.036134144250862,26.75827812954063,,1600000US0686496,Rural
Kings County,152486,1390.972438096238,109.6254647638459,,0500000US06031,Urban
Armona CDP,4274,2.052983643167459,2081.848052820252,,1600000US0602700,Rural
Avenal city,13696,19.48270571137781,702.9824400622957,,1600000US0603302,Suburban
Corcoran city,22339,7.457646908016562,2995.44886953374,,1600000US0616224,Suburban
Grangeville CDP,508,0.6397747788792844,794.0294253078891,,1600000US0630686,Rural
Hanford city,57990,17.40299375904444,3332.185301156144,,1600000US0631960,Urban
Hardwick CDP,151,0.138743113867709,1088.342302479803,,1600000US0632156,Rural
Home Garden CDP,1653,0.4419120860791633,3740.563003528907,,1600000US0634281,Rural
Kettleman City CDP,1242,0.2110612095500056,5884.548859773968,,1600000US0638394,Rural
Lemoore city,27038,8.814241224283665,3067.535742669374,,1600000US0641152,Suburban
Lemoore Station CDP,6568,4.233620387430366,1551.390866195849,,1600000US0641166,Suburban
Stratford CDP,1121,0.6971441566524632,1607.988805906087,,1600000US0675252,Rural
Lake County,68163,1256.551265874591,54.24609552444871,,0500000US06033,Urban
Clearlake city,16685,10.12943303212216,1647.180049178372,,1600000US0613945,Suburban
Clearlake Oaks CDP,2551,1.9780497052496,1289.654144296694,,1600000US0613966,Rural
Clearlake Riviera CDP,3410,5.288132995210789,644.8400603933894,,1600000US0613985,Rural
Cobb CDP,1295,4.979853574611156,260.0478067472331,,1600000US0614302,Rural
Hidden Valley Lake CDP,6235,9.820068664410801,634.9242773216491,,1600000US0633549,Suburban
Kelseyville CDP,3382,2.884811049317603,1172.347145855534,,1600000US0638044,Rural
Lakeport city,5026,3.058125365831811,1643.49050439694,,1600000US0639710,Suburban
Lower Lake CDP,1276,2.666662934345642,478.5006697192912,,1600000US0644350,Rural
Lucerne CDP,3266,5.37322026202438,607.8291677493085,,1600000US0644406,Rural
Middletown CDP,1114,1.844113563460526,604.0842722882808,,1600000US0647332,Rural
Nice CDP,2929,1.726696803228432,1696.302439735571,,1600000US0651294,Rural
North Lakeport CDP,3547,3.796181295048471,934.3600118957729,,1600000US0651990,Rural
Soda Bay CDP,1163,1.28494417734754,905.0976847887163,,1600000US0672478,Rural
Spring Valley CDP,964,4.93474487140481,195.349511498772,,1600000US0673690,Rural
Upper Lake CDP,1095,1.714273193543754,638.7546653146986,,1600000US0681358,Rural
Lassen County,32730,4541.340491925059,7.207123107857051,,0500000US06035,Suburban
Bieber CDP,266,3.453483182161462,77.02368477541455,,1600000US0606336,Rural
Clear Creek CDP,175,1.132861619436075,154.4760604451521,,1600000US0613910,Rural
Doyle CDP,536,6.107036017155292,87.7676173014734,,1600000US0619878,Rural
Herlong CDP,237,1.668046338438634,142.0823837674933,,1600000US0633336,Rural
Janesville CDP,2461,33.81426863753809,72.77992691132702,,1600000US0637134,Rural
Johnstonville CDP,973,8.589398869801713,113.2791729373329,,1600000US0637484,Rural
Litchfield CDP,160,3.981662463300988,40.18421990179257,,1600000US0641782,Rural
Little Valley CDP,84,0.4154826199966949,202.1745217662009,,1600000US0641908,Rural
Madeline CDP,21,0.05294117192820971,396.6667007008613,,1600000US0645008,Rural
Milford CDP,147,5.291794788238401,27.77885497879165,,1600000US0647472,Rural
Nubieber CDP,19,0.7490355167668731,25.36595338230602,,1600000US0652610,Rural
Patton Village CDP,632,3.4905825818498,181.0586013023298,,1600000US0656140,Rural
Spaulding CDP,206,3.328943609005138,61.88149280833373,,1600000US0673554,Rural
Stones Landing CDP,86,2.121324114243,40.5407167262082,,1600000US0675122,Rural
Susanville city,16728,7.918121242260582,2112.62236181979,,1600000US0677364,Suburban
Westwood CDP,1541,5.557126905607285,277.3015671902492,,1600000US0684928,Rural
Los Angeles County,10014009,4059.281780070024,2466.94108528412,,0500000US06037,Urban
Acton CDP,7431,39.25865718296765,189.2830915068571,,1600000US0600212,Suburban
Agoura Hills city,20299,7.79521642571317,2604.032895487297,,1600000US0600394,Suburban
Agua Dulce CDP,3451,22.84993096493111,151.0289026823064,,1600000US0600450,Rural
Alhambra city,82868,7.631102151824642,10859.24396650696,,1600000US0600884,Urban
Alondra Park CDP,8569,1.104760330935896,7756.433463483237,,1600000US0601150,Suburban
Altadena CDP,42846,8.465635362017121,5061.167669970493,,1600000US0601290,Suburban
Arcadia city,56681,10.92698074276792,5187.251751817593,,1600000US0602462,Urban
Artesia city,16395,1.620465423005821,10117.46364176578,,1600000US0602896,Suburban
Avalon city,3460,2.885696767707032,1199.017179739681,,1600000US0603274,Rural
Avocado Heights CDP,13317,2.250661393025759,5916.927371334523,,1600000US0603344,Suburban
Azusa city,50000,9.661052869743026,5175.419353784155,,1600000US0603386,Suburban
Baldwin Park city,72176,6.632052735379469,10882.90501897981,,1600000US0603666,Urban
Bell city,33559,2.508056794085532,13380.47849599674,,1600000US0604870,Suburban
Bellflower city,79190,6.117249964092498,12945.35951037403,,1600000US0604982,Urban
Bell Gardens city,39501,2.458963902535456,16064.08290876911,,1600000US0604996,Suburban
Beverly Hills city,32701,5.707921812765155,5729.055350209549,,1600000US0606308,Suburban
Bradbury city,921,1.963046933035983,469.1686095225508,,1600000US0607946,Rural
Burbank city,107337,17.31595474573627,6198.734148715057,,1600000US0608954,Urban
Calabasas city,23241,13.70763146392956,1695.478906122963,,1600000US0609598,Suburban
Carson city,95558,18.73068639700261,5101.681698930784,,1600000US0611530,Urban
Castaic CDP,18937,7.261764147169794,2607.768527896974,,1600000US0611796,Suburban
Cerritos city,49578,8.726967074750926,5681.011464273801,,1600000US0612552,Suburban
Charter Oak CDP,9739,0.9277726383288263,10497.18389792419,,1600000US0612734,Suburban
Citrus CDP,10243,0.8760492326605375,11692.26524962791,,1600000US0613560,Suburban
Claremont city,37266,13.33484826956727,2794.63247325043,,1600000US0613756,Suburban
Commerce city,12378,6.5334549812586,1894.55656088649,,1600000US0614974,Suburban
Compton city,95740,10.02881750803479,9546.489396511204,,1600000US0615044,Urban
Covina city,51268,7.035884336143642,7286.646219670506,,1600000US0616742,Urban
Cudahy city,22811,1.176240584898463,19393.14141415136,,1600000US0617498,Suburban
Culver City city,40779,5.11171711992488,7977.554125804065,,1600000US0617568,Suburban
Del Aire CDP,10338,1.008315096440601,10252.74741645108,,1600000US0618352,Suburban
Desert View Highlands CDP,2676,0.4410008849461851,6068.015034315747,,1600000US0619052,Rural
Diamond Bar city,55072,14.87046001757537,3703.449653535297,,1600000US0619192,Urban
Downey city,114355,12.40856366902086,9215.812808818311,,1600000US0619766,Urban
Duarte city,21727,6.709064289100954,3238.454583792864,,1600000US0619990,Suburban
East Los Angeles CDP,118786,7.453146887167045,15937.69743147391,,1600000US0620802,Urban
East Pasadena CDP,6021,1.317316142005291,4570.656813507578,,1600000US0620984,Suburban
East Rancho Dominguez CDP,15114,0.8212883611815962,18402.793360246,,1600000US0621034,Suburban
East San Gabriel CDP,22769,2.178270710134564,10452.78710954775,,1600000US0621096,Suburban
East Whittier CDP,10394,1.08997725085985,9535.97883974229,,1600000US0621292,Suburban
Elizabeth Lake CDP,1651,6.203194377734569,266.1531945421565,,1600000US0621964,Rural
El Monte city,109450,9.557150071737784,11452.15876892667,,1600000US0622230,Urban
El Segundo city,17272,5.462855812459363,3161.716251160616,,1600000US0622412,Suburban
Florence-Graham CDP,61983,3.509349078065227,17662.24978512894,,1600000US0624477,Urban
Gardena city,61027,5.829153262486158,10469.27353801841,,1600000US0628168,Urban
Glendale city,196543,30.479050095985,6448.462120080657,,1600000US0630000,Urban
Glendora city,52558,19.51041549227255,2693.843194719074,,1600000US0630014,Urban
Green Valley CDP,1036,12.80894274413627,80.88099234218723,,1600000US0631092,Rural
Hacienda Heights CDP,54191,11.15236248198833,4859.14980682536,,1600000US0631596,Urban
Hasley Canyon CDP,1195,5.739591843668774,208.2029580758743,,1600000US0632385,Rural
Hawaiian Gardens city,14149,0.9449036057309919,14974.01418957875,,1600000US0632506,Suburban
Hawthorne city,88083,6.087377624915637,14469.77753433207,,1600000US0632548,Urban
Hermosa Beach city,19728,1.425773787368899,13836.69707969996,,1600000US0633364,Suburban
Hidden Hills city,1725,1.688422108519422,1021.663949610713,,1600000US0633518,Rural
Huntington Park city,54883,3.007846368400163,18246.61012496845,,1600000US0636056,Urban
Industry city,264,11.77944376576262,22.41192413238777,,1600000US0636490,Rural
Inglewood city,107762,9.067410350935988,11884.53988837907,,1600000US0636546,Urban
Irwindale city,1472,8.823943585839007,166.8188362357983,,1600000US0636826,Rural
La Cañada Flintridge city,20573,8.629000211583993,2384.169601987238,,1600000US0639003,Suburban
La Crescenta-Montrose CDP,19997,3.428192717495216,5833.10264266901,,1600000US0639045,Suburban
Ladera Heights CDP,6654,2.965252734761705,2243.99084840056,,1600000US0639108,Suburban
La Habra Heights city,5682,6.15880266626718,922.5819218273205,,1600000US0639304,Suburban
Lake Hughes CDP,544,10.61582833588418,51.24423481502075,,1600000US0639556,Rural
Lake Los Angeles CDP,13187,9.741101503172988,1353.748341058203,,1600000US0639612,Suburban
Lakewood city,82496,9.401574061347002,8774.700859845214,,1600000US0639892,Urban
La Mirada city,48008,7.821484501086491,6137.965240911895,,1600000US0640032,Suburban
Lancaster city,173516,94.27076264446013,1840.613092888739,,1600000US0640130,Urban
La Puente city,38062,3.478691020962259,10941.47188429269,,1600000US0640340,Suburban
La Verne city,31334,8.42176643289467,3720.597127653907,,1600000US0640830,Suburban
Lawndale city,31807,1.972161260978815,16127.99147277321,,1600000US0640886,Suburban
Lennox CDP,20323,1.093418579545542,18586.66057096529,,1600000US0641180,Suburban
Leona Valley CDP,1555,18.59288305582883,83.63415159073517,,1600000US0641208,Rural
Littlerock CDP,1535,1.842839040180881,832.9539186717763,,1600000US0641880,Rural
Lomita city,20921,1.912258280733347,10940.46772383532,,1600000US0642468,Suburban
Long Beach city,466742,50.71290214472036,9203.614470101704,,1600000US0643000,Urban
Los Angeles city,3898747,469.4919636693297,8304.182609493922,,1600000US0644000,Urban
Lynwood city,67265,4.840666443242208,13895.8138902351,,1600000US0644574,Urban
Malibu city,10654,19.84690044895961,536.8092628568857,,1600000US0645246,Suburban
Manhattan Beach city,35506,3.934185409353248,9024.994072619707,,1600000US0645400,Suburban
Marina del Rey CDP,11373,0.8576626609853019,13260.45835659261,,1600000US0645806,Suburban
Mayflower Village CDP,5402,0.6861336809282514,7873.101336013387,,1600000US0646436,Suburban
Maywood city,25138,1.171721258940196,21453.90792238159,,1600000US0646492,Suburban
Monrovia city,37931,13.6319426962596,2782.508762335665,,1600000US0648648,Suburban
Montebello city,62640,8.327951326415413,7521.6577937136,,1600000US0648816,Urban
Monterey Park city,61096,7.672105044502136,7963.394615377648,,1600000US0648914,Urban
North El Monte CDP,3730,0.4253510054872841,8769.228124256799,,1600000US0651820,Rural
Norwalk city,102773,9.707367756144045,10587.1130652233,,1600000US0652526,Urban
Palmdale city,169450,106.0643269389665,1597.615380122179,,1600000US0655156,Urban
Palos Verdes Estates city,13347,4.775756103889284,2794.740709043006,,1600000US0655380,Suburban
Paramount city,53733,4.726666687258783,11368.05354708908,,1600000US0655618,Urban
Pasadena city,138699,22.96167433980389,6040.456717024608,,1600000US0656000,Urban
Pepperdine University CDP,2747,0.5382098295436117,5103.95732149557,,1600000US0656598,Rural
Pico Rivera city,62088,8.315428102369586,7466.602950040208,,1600000US0656924,Urban
Pomona city,151713,22.98484973675554,6600.565230469734,,1600000US0658072,Urban
Quartz Hill CDP,11447,3.761861058815716,3042.90876803506,,1600000US0659052,Suburban
Rancho Palos Verdes city,42287,13.47214002535919,3138.848016751708,,1600000US0659514,Suburban
Redondo Beach city,71576,6.204763110871556,11535.65393569812,,1600000US0660018,Urban
Rolling Hills city,1739,2.990801887885195,581.4494122944573,,1600000US0662602,Rural
Rolling Hills Estates city,8280,3.57678375343824,2314.928877665785,,1600000US0662644,Suburban
Rose Hills CDP,2927,0.4358286602100087,6715.941991032883,,1600000US0662860,Rural
Rosemead city,51185,5.161629320290287,9916.44243006613,,1600000US0662896,Urban
Rowland Heights CDP,48231,13.07667873364664,3688.321857743614,,1600000US0663218,Suburban
San Dimas city,34924,15.0323078716967,2323.262688476198,,1600000US0666070,Suburban
San Fernando city,23946,2.374376638038477,10085.1733530289,,1600000US0666140,Suburban
San Gabriel city,39568,4.143797963542688,9548.7280866782,,1600000US0667042,Suburban
San Marino city,12513,3.765562620367353,3323.009404310287,,1600000US0668224,Suburban
San Pasqual CDP,2101,0.2546980912652877,8248.982116680438,,1600000US0668308,Rural
Santa Clarita city,228673,70.7531046475891,3231.98538267666,,1600000US0669088,Urban
Santa Fe Springs city,19219,8.860305916475289,2169.112464194181,,1600000US0669154,Suburban
Santa Monica city,93076,8.410132402157847,11067.12659792595,,1600000US0670000,Urban
Sierra Madre city,11268,2.951075835100395,3818.268533115031,,1600000US0671806,Suburban
Signal Hill city,11848,2.189424043663523,5411.468844644165,,1600000US0671876,Suburban
South El Monte city,19567,2.843616649961313,6881.02596398365,,1600000US0672996,Suburban
South Gate city,92726,7.236766734054366,12813.18072111614,,1600000US0673080,Urban
South Monrovia Island CDP,6515,0.548076284523326,11887.03139320512,,1600000US0673167,Suburban
South Pasadena city,26943,3.408859037184728,7903.817584153141,,1600000US0673220,Suburban
South San Gabriel CDP,7920,0.8341081116978148,9495.172015386537,,1600000US0673276,Suburban
South San Jose Hills CDP,19855,1.497637826893407,13257.54440990971,,1600000US0673290,Suburban
South Whittier CDP,56415,5.337757163353652,10569.0458133459,,1600000US0673430,Urban
Stevenson Ranch CDP,20178,6.412227006457173,3146.800632554113,,1600000US0674130,Suburban
Sun Village CDP,12345,10.80390140803741,1142.642785578931,,1600000US0677308,Suburban
Temple City city,36494,4.004093841361427,9114.172006416244,,1600000US0678148,Suburban
Topanga CDP,8560,19.12685927502367,447.5381910284592,,1600000US0678960,Suburban
Torrance city,147067,20.51794216807182,7167.726607049924,,1600000US0680000,Urban
Valinda CDP,22437,2.01277573486827,11147.29257279547,,1600000US0681638,Suburban
Val Verde CDP,2399,2.565330032417139,935.1623259715956,,1600000US0681967,Rural
Vernon city,222,4.974724207216404,44.625589430257,,1600000US0682422,Rural
View Park-Windsor Hills CDP,11419,1.841184978463221,6201.984120862794,,1600000US0682667,Suburban
Vincent CDP,15714,1.4728207234937,10669.32298638804,,1600000US0682815,Suburban
Walnut city,28430,8.989175625524133,3162.692685553391,,1600000US0683332,Suburban
Walnut Park CDP,15214,0.7494111941831391,20301.27134220795,,1600000US0683402,Suburban
West Athens CDP,9393,1.336930904699172,7025.793155790316,,1600000US0684116,Suburban
West Carson CDP,22870,2.265856444122521,10093.31374868132,,1600000US0684144,Suburban
West Covina city,109501,16.03699592430544,6828.024432808009,,1600000US0684200,Urban
West Hollywood city,35757,1.887507973009914,18944.02593859252,,1600000US0684410,Suburban
Westlake Village city,8029,5.187255693848774,1547.831931539651,,1600000US0684438,Suburban
Westmont CDP,33913,1.847134812979828,18359.786065258,,1600000US0684592,Suburban
West Puente Valley CDP,22959,1.869507503509669,12280.77445899444,,1600000US0684774,Suburban
West Rancho Dominguez CDP,24347,3.973685978467854,6127.056876645182,,1600000US0684780,Suburban
West Whittier-Los Nietos CDP,25325,2.520375383978613,10048.1063896214,,1600000US0684921,Suburban
Whittier city,87306,14.64846362222528,5960.078971526788,,1600000US0685292,Urban
Willowbrook CDP,24295,1.676403520016309,14492.33416055082,,1600000US0685614,Suburban
Madera County,156255,2136.917835912753,73.12166961873757,,0500000US06039,Urban
Ahwahnee CDP,2296,11.54298089411997,198.9087585832867,,1600000US0600478,Rural
Bass Lake CDP,575,1.882170882645016,305.4982973660458,,1600000US0604198,Rural
Bonadelle Ranchos CDP,5497,9.013021681953738,609.8953485273792,,1600000US0607378,Suburban
Chowchilla city,19039,11.08637916469111,1717.332567934994,,1600000US0613294,Suburban
Coarsegold CDP,4144,17.22803348895825,240.538190424111,,1600000US0614288,Rural
Fairmead CDP,1235,7.729027315956676,159.7872474134393,,1600000US0623210,Rural
La Vina CDP,637,0.1007205438789678,6324.429708853238,,1600000US0640872,Rural
Madera city,66224,16.47456436091596,4019.772453413636,,1600000US0645022,Urban
Madera Acres CDP,9162,7.281500145946622,1258.257201999809,,1600000US0645050,Suburban
Madera Ranchos CDP,3623,2.605125197491263,1390.720109532145,,1600000US0645054,Rural
Nipinnawasee CDP,434,3.085001938232919,140.6806247417122,,1600000US0651470,Rural
North Fork CDP,3250,32.23576634331896,100.8196909416295,,1600000US0651868,Rural
Oakhurst CDP,5945,33.44995729709944,177.7281790585577,,1600000US0652764,Suburban
Parksdale CDP,3234,1.737603031365396,1861.184598336448,,1600000US0655751,Rural
Parkwood CDP,2307,0.6965568952443023,3312.005115089514,,1600000US0655842,Rural
Rolling Hills CDP,793,0.6005487284110969,1320.459044344464,,1600000US0662625,Rural
Yosemite Lakes CDP,5022,20.90204665040919,240.2635533253719,,1600000US0686878,Suburban
Marin County,262321,520.4231861305921,504.0532531811037,,0500000US06041,Urban
Alto CDP,732,0.1257480729640446,5821.16276413478,,1600000US0601416,Rural
Belvedere city,2126,0.5193746071410369,4093.384564376059,,1600000US0605164,Rural
Black Point-Green Point CDP,1431,2.82721696007858,506.1514628011523,,1600000US0606982,Rural
Bolinas CDP,1483,5.826487226967847,254.5272892963614,,1600000US0607316,Rural
Corte Madera town,10222,3.160202672753696,3234.602669041124,,1600000US0616462,Suburban
Dillon Beach CDP,246,2.983749345556813,82.44660375588373,,1600000US0619262,Rural
Fairfax town,7605,2.228106076167148,3413.212719693462,,1600000US0623168,Suburban
Inverness CDP,1379,6.399817296450794,215.4749012545662,,1600000US0636616,Rural
Kentfield CDP,6808,3.026664216204863,2249.341028168813,,1600000US0638114,Suburban
Lagunitas-Forest Knolls CDP,1924,4.246408477568236,453.0887714084927,,1600000US0639283,Rural
Larkspur city,13064,2.999164088791145,4355.880376410358,,1600000US0640438,Suburban
Lucas Valley-Marinwood CDP,6259,5.731070954768902,1092.116996875043,,1600000US0644399,Suburban
Marin City CDP,2993,0.5367465023003968,5576.189108215056,,1600000US0645820,Rural
Mill Valley city,14231,4.782251500779155,2975.794978093769,,1600000US0647710,Suburban
Muir Beach CDP,304,0.4928239049756215,616.8531942764382,,1600000US0649950,Rural
Nicasio CDP,81,1.304963189018636,62.07071638619473,,1600000US0651280,Rural
Novato city,53225,27.47487787588205,1937.224261394147,,1600000US0652582,Urban
Point Reyes Station CDP,895,3.615532195515964,247.5430867715664,,1600000US0657960,Rural
Ross town,2338,1.558309150467106,1500.344138580704,,1600000US0662980,Rural
San Anselmo town,12830,2.675230927710862,4795.847665748376,,1600000US0664434,Suburban
San Geronimo CDP,510,1.508477259354097,338.0892862901843,,1600000US0667070,Rural
San Rafael city,61271,16.58702356922117,3693.91167404466,,1600000US0668364,Urban
Santa Venetia CDP,4289,3.663994582214281,1170.580333502569,,1600000US0670154,Rural
Sausalito city,7269,1.764013192339115,4120.717481914729,,1600000US0670364,Suburban
Sleepy Hollow CDP,2401,2.965586327040898,809.6206736951578,,1600000US0672184,Rural
Stinson Beach CDP,541,0.8923068369428738,606.2936846404946,,1600000US0674172,Rural
Strawberry CDP,5447,1.330360990089529,4094.377421299337,,1600000US0675315,Suburban
Tamalpais-Homestead Valley CDP,11492,4.685444874648068,2452.701996811601,,1600000US0677805,Suburban
Tiburon town,9146,4.480260912405772,2041.398967340244,,1600000US0678666,Suburban
Tomales CDP,187,0.3317721935391206,563.639761383288,,1600000US0678890,Rural
Woodacre CDP,1410,1.796591335558311,784.8195480480965,,1600000US0686216,Rural
Mariposa County,17131,1448.839525511315,11.8239457844403,,0500000US06043,Suburban
Bear Valley CDP,156,2.439773466131889,63.94036256461482,,1600000US0604730,Rural
Bootjack CDP,661,3.832060611863839,172.4920524361181,,1600000US0607525,Rural
Buck Meadows CDP,21,0.5352430204309827,39.23451441382758,,1600000US0608716,Rural
Catheys Valley CDP,829,23.60941363434889,35.11311262698637,,1600000US0612062,Rural
Coulterville CDP,115,0.3889604893922288,295.6598501294914,,1600000US0616644,Rural
Crane Creek CDP,29,0.3698959222977095,78.40043172105976,,1600000US0616886,Rural
El Portal CDP,372,1.86379434962633,199.5928360200157,,1600000US0622328,Rural
Fish Camp CDP,49,0.400081004236313,122.475197475403,,1600000US0624218,Rural
Greeley Hill CDP,927,23.8807121886279,38.8179377850147,,1600000US0630900,Rural
Hornitos CDP,38,1.154274459958888,32.92111306123282,,1600000US0634708,Rural
Lake Don Pedro CDP,1765,18.42054828053258,95.8169090908824,,1600000US0639484,Rural
Mariposa CDP,1526,4.03702604027509,378.0010296629188,,1600000US0645932,Rural
Midpines CDP,379,4.358734094520901,86.9518515654391,,1600000US0647374,Rural
Mt. Bullion CDP,154,0.61004143648542,252.4418683544304,,1600000US0649726,Rural
Wawona CDP,111,1.076048614897057,103.1551906329242,,1600000US0683766,Rural
Yosemite Valley CDP,337,2.058031156901113,163.7487357127473,,1600000US0686912,Rural
Yosemite West CDP,47,0.2736360168464101,171.7610150215743,,1600000US0686916,Rural
Mendocino County,91601,3506.8241497644,26.12078510014654,,0500000US06045,Urban
Albion CDP,153,1.815403391830387,84.27878932502004,,1600000US0600716,Rural
Anchor Bay CDP,473,3.512682298141922,134.6549331404663,,1600000US0602028,Rural
Boonville CDP,1018,5.542633016060306,183.6672204438302,,1600000US0607512,Rural
Brooktrails CDP,3632,7.272479254730138,499.4170313566296,,1600000US0608530,Rural
Calpella CDP,799,2.547763541761583,313.6083811952002,,1600000US0609990,Rural
Caspar CDP,500,2.991898418062169,167.1179733180401,,1600000US0611768,Rural
Cleone CDP,622,1.593319737388745,390.3799001570027,,1600000US0614008,Rural
Comptche CDP,167,1.153512680367631,144.7751748570082,,1600000US0615030,Rural
Covelo CDP,1394,7.095444457657718,196.4640845712679,,1600000US0616728,Rural
